vehicles_processed,vehicles_with_errors,total_images,discontinuous_images,overall_discontinuous_image_pct,mean_of_per_vehicle_discontinuous_pct,median_of_per_vehicle_discontinuous_pct,total_requests,affected_requests,overall_affected_request_pct,mean_of_per_vehicle_affected_requests_pct,median_of_per_vehicle_affected_requests_pct
6363,1,8437627,87,0.001031095591213027,0.000964877168476514,0.0,6874579,46,0.0006691318842942964,0.0007919347782055278,0.0
